,person_id,age,sex,household_id,workplace_id,district_id,economic_status,school_goers
417635,417635,49,Female,102731000.0,57_subsistence_ag_12,57,subsistence_ag,0
160706,160706,8,Male,40047000.0,none,16,inactive,0
513253,513253,25,Male,125987000.0,none,37,unemployed_not_ag,0
387048,387048,4,Male,95786000.0,none,54,inactive,0
183522,183522,72,Male,45775000.0,18_student_11,18,student,0
511133,511133,2,Male,125522000.0,none,37,inactive,0
274360,274360,2,Male,68277000.0,none,30,inactive,0
603441,603441,0,Male,149414000.0,none,2,inactive,0
585977,585977,6,Male,144918000.0,none,2,inactive,0
613250,613250,31,Female,151921000.0,2_student_13,2,student,0
392380,392380,40,Male,96974000.0,54_other_2,54,other,0
523033,523033,25,Male,128217000.0,38_other_3,38,other,0
75499,75499,18,Male,18904000.0,6_student_26,6,student,1
179785,179785,15,Male,44812000.0,18_subsistence_ag_96,18,subsistence_ag,0
294702,294702,16,Male,73141000.0,28_student_104,28,student,1
610396,610396,13,Female,151185000.0,2_student_125,2,student,1
303624,303624,24,Male,75461000.0,26_service_retail_5,26,service_retail,0
258548,258548,18,Female,64568000.0,27_student_47,27,student,1
335069,335069,1,Female,83020000.0,none,44,inactive,0
299594,299594,4,Male,74387000.0,none,28,inactive,0
275575,275575,34,Male,68561000.0,30_student_47,30,student,0
75078,75078,13,Female,18809000.0,6_student_11,6,student,1
439071,439071,59,Female,107649000.0,60_subsistence_ag_37,60,subsistence_ag,0
237590,237590,9,Male,59591000.0,none,18,inactive,0
112735,112735,14,Female,28281000.0,7_student_120,7,student,1
552769,552769,13,Female,136261000.0,2_student_90,2,student,1
9067,9067,12,Female,2518000.0,1_student_39,1,student,1
276720,276720,33,Female,68831000.0,31_other_4,31,other,0
168669,168669,12,Female,41941000.0,none,12,inactive,0
44511,44511,43,Male,11416000.0,4_subsistence_ag_80,4,subsistence_ag,0
548595,548595,0,Female,135213000.0,none,2,inactive,0
472285,472285,7,Male,116060000.0,none,33,inactive,0
386718,386718,9,Male,95715000.0,none,54,inactive,0
237989,237989,30,Female,59693000.0,18_student_5,18,student,0
244825,244825,5,Female,61375000.0,none,26,inactive,0
122778,122778,6,Female,30855000.0,none,11,inactive,0
593028,593028,54,Female,146711000.0,2_student_272,2,student,0
369741,369741,48,Male,91389000.0,none,49,unemployed_not_ag,0
576728,576728,17,Male,142553000.0,2_informal_petty_trade_488,2,informal_petty_trade,0
136192,136192,68,Female,34052000.0,13_student_28,13,student,0
236566,236566,11,Male,59339000.0,18_student_12,18,student,1
255666,255666,40,Female,63915000.0,27_subsistence_ag_705,27,subsistence_ag,0
452318,452318,25,Female,111118000.0,57_student_44,57,student,0
447518,447518,53,Female,109872000.0,none,56,unemployed_not_ag,0
37438,37438,10,Male,9779000.0,3_student_28,3,student,1
597654,597654,37,Male,147934000.0,2_office_worker_45,2,office_worker,0
354613,354613,18,Male,87804000.0,none,47,unemployed_not_ag,0
429442,429442,9,Male,105431000.0,none,58,inactive,0
377309,377309,2,Male,93189000.0,none,52,inactive,0
240860,240860,14,Male,60413000.0,26_student_77,26,student,1
461668,461668,38,Female,113595000.0,32_subsistence_ag_185,32,subsistence_ag,0
194355,194355,1,Female,48624000.0,none,19,inactive,0
133732,133732,7,Female,33464000.0,none,12,inactive,0
502830,502830,32,Female,123594000.0,36_student_60,36,student,0
170449,170449,37,Female,42354000.0,12_other_23,12,other,0
588830,588830,13,Male,145648000.0,2_student_207,2,student,1
456097,456097,18,Female,112130000.0,60_student_15,60,student,1
23938,23938,24,Male,6435000.0,none,1,unemployed_not_ag,0
390862,390862,19,Male,96638000.0,54_student_31,54,student,1
118814,118814,31,Female,29881000.0,10_subsistence_ag_137,10,subsistence_ag,0
594446,594446,1,Male,147093000.0,none,2,inactive,0
196955,196955,2,Female,49293000.0,none,19,inactive,0
363144,363144,3,Male,89784000.0,none,48,inactive,0
44989,44989,16,Female,11536000.0,4_student_8,4,student,1
125128,125128,1,Female,31429000.0,none,11,inactive,0
465936,465936,16,Male,114606000.0,32_subsistence_ag_40,32,subsistence_ag,0
66598,66598,4,Male,16708000.0,none,6,inactive,0
136606,136606,5,Male,34161000.0,none,13,inactive,0
476936,476936,38,Female,117223000.0,33_subsistence_ag_81,33,subsistence_ag,0
273823,273823,20,Female,68154000.0,30_student_84,30,student,0
506310,506310,11,Male,124395000.0,36_student_111,36,student,1
58565,58565,21,Female,14891000.0,5_subsistence_ag_120,5,subsistence_ag,0
302286,302286,36,Male,75115000.0,28_informal_petty_trade_10,28,informal_petty_trade,0
408546,408546,12,Male,100546000.0,none,55,inactive,0
236655,236655,26,Female,59361000.0,18_healthcare_social_work_5,18,healthcare_social_work,0
222483,222483,27,Male,55750000.0,23_informal_petty_trade_16,23,informal_petty_trade,0
353679,353679,5,Male,87591000.0,none,47,inactive,0
629642,629642,32,Male,156093000.0,2_informal_petty_trade_86,2,informal_petty_trade,0
233653,233653,27,Male,58560000.0,19_informal_petty_trade_27,19,informal_petty_trade,0
1432,1432,29,Male,430000.0,1_informal_petty_trade_33,1,informal_petty_trade,0
266965,266965,18,Female,66578000.0,29_student_11,29,student,0
87864,87864,2,Female,21821000.0,none,7,inactive,0
581336,581336,9,Female,143718000.0,none,2,inactive,0
373782,373782,14,Female,92321000.0,51_student_7,51,student,1
645451,645451,17,Male,160176000.0,none,36,unemployed_not_ag,0
229950,229950,5,Female,57618000.0,none,24,inactive,0
320262,320262,73,Female,79649000.0,40_subsistence_ag_7,40,subsistence_ag,0
53691,53691,28,Female,13720000.0,5_student_47,5,student,0
642695,642695,1,Male,159512000.0,none,54,inactive,0
623643,623643,35,Female,154543000.0,2_student_288,2,student,0
647001,647001,14,Female,160507000.0,2_student_620,2,student,0
527765,527765,17,Male,129370000.0,36_student_77,36,student,1
515876,515876,52,Female,126543000.0,37_student_8,37,student,0
420540,420540,39,Male,103395000.0,57_subsistence_ag_240,57,subsistence_ag,0
571467,571467,7,Female,141149000.0,none,2,inactive,0
7544,7544,26,Male,2119000.0,none,1,unemployed_not_ag,0
198852,198852,32,Female,49794000.0,20_subsistence_ag_226,20,subsistence_ag,0
455791,455791,44,Male,112051000.0,60_manu_mining_trades_34,60,manu_mining_trades,0
651069,651069,19,Male,160682000.0,30_student_4,30,student,1
575511,575511,51,Female,142236000.0,2_other_30,2,other,0
308935,308935,42,Male,76850000.0,26_service_retail_4,26,service_retail,0
21672,21672,39,Male,5840000.0,1_manu_mining_trades_10,1,manu_mining_trades,0
411383,411383,6,Female,101167000.0,none,55,inactive,0
472214,472214,10,Male,116044000.0,33_student_10,33,student,1
575476,575476,47,Female,142226000.0,2_student_637,2,student,0
415336,415336,3,Male,102153000.0,none,56,inactive,0
326144,326144,45,Female,81087000.0,42_student_34,42,student,0
135274,135274,17,Female,33826000.0,13_subsistence_ag_251,13,subsistence_ag,0
492526,492526,8,Female,121012000.0,none,35,inactive,0
43079,43079,7,Male,11060000.0,none,3,inactive,0
304091,304091,5,Female,75580000.0,none,26,inactive,0
12652,12652,46,Male,3463000.0,1_education_10,1,education,0
85556,85556,68,Male,21285000.0,7_subsistence_ag_329,7,subsistence_ag,0
601344,601344,25,Female,148873000.0,2_student_383,2,student,0
219437,219437,8,Male,54997000.0,none,22,inactive,0
632144,632144,34,Female,156813000.0,2_student_425,2,student,0
637100,637100,37,Male,158202000.0,3_informal_petty_trade_1,3,informal_petty_trade,0
263571,263571,12,Female,65749000.0,28_student_5,28,student,1
330189,330189,14,Female,81953000.0,43_student_27,43,student,1
412321,412321,3,Male,101408000.0,none,56,inactive,0
58621,58621,6,Male,14905000.0,none,5,inactive,0
9623,9623,7,Male,2666000.0,none,1,inactive,0
410990,410990,20,Female,101080000.0,55_student_65,55,student,0
248601,248601,12,Female,62278000.0,27_student_54,27,student,1
431995,431995,6,Male,105999000.0,none,58,inactive,0
21747,21747,19,Female,5860000.0,none,1,unemployed_not_ag,0
103225,103225,27,Female,25800000.0,9_subsistence_ag_77,9,subsistence_ag,0
98679,98679,40,Male,24639000.0,9_informal_petty_trade_3,9,informal_petty_trade,0
310851,310851,1,Female,77349000.0,none,27,inactive,0
638707,638707,19,Female,158584000.0,6_subsistence_ag_493,6,subsistence_ag,0
240056,240056,8,Female,60210000.0,none,26,inactive,0
27857,27857,44,Female,7395000.0,1_informal_petty_trade_115,1,informal_petty_trade,0
372142,372142,9,Female,91949000.0,none,51,inactive,0
623819,623819,19,Male,154587000.0,2_student_454,2,student,1
87249,87249,11,Female,21674000.0,7_student_99,7,student,1
547324,547324,44,Female,134874000.0,2_ag_estates_1,2,ag_estates,0
453776,453776,58,Female,111504000.0,57_informal_petty_trade_17,57,informal_petty_trade,0
91812,91812,43,Female,22828000.0,8_student_31,8,student,0
67469,67469,26,Male,16915000.0,6_subsistence_ag_58,6,subsistence_ag,0
135036,135036,34,Female,33771000.0,13_subsistence_ag_385,13,subsistence_ag,0
229381,229381,6,Male,57492000.0,none,24,inactive,0
247485,247485,14,Male,62009000.0,27_student_102,27,student,1
580821,580821,20,Female,143595000.0,2_student_417,2,student,0
594840,594840,24,Female,147200000.0,2_student_473,2,student,0
452795,452795,8,Female,111240000.0,none,57,inactive,0
554919,554919,27,Female,136807000.0,2_student_520,2,student,0
202354,202354,2,Male,50651000.0,none,20,inactive,0
257137,257137,34,Male,64256000.0,27_informal_petty_trade_11,27,informal_petty_trade,0
34856,34856,7,Male,9153000.0,none,3,inactive,0
509272,509272,6,Male,125112000.0,none,37,inactive,0
89603,89603,9,Male,22253000.0,none,7,inactive,0
594933,594933,0,Male,147227000.0,none,2,inactive,0
436076,436076,21,Female,106957000.0,59_student_13,59,student,0
236026,236026,22,Male,59204000.0,18_office_worker_7,18,office_worker,0
521500,521500,20,Male,127861000.0,38_student_41,38,student,1
603211,603211,25,Male,149355000.0,2_student_527,2,student,1
206288,206288,11,Male,51648000.0,21_student_12,21,student,1
251311,251311,25,Male,62898000.0,27_student_39,27,student,0
321084,321084,65,Female,79858000.0,40_subsistence_ag_88,40,subsistence_ag,0
569016,569016,5,Male,140513000.0,none,2,inactive,0
176739,176739,2,Female,44004000.0,none,17,inactive,0
312138,312138,18,Female,77707000.0,27_informal_petty_trade_19,27,informal_petty_trade,0
401602,401602,25,Female,99018000.0,55_student_62,55,student,0
281719,281719,13,Male,70023000.0,31_student_16,31,student,1
164118,164118,7,Female,40848000.0,none,16,inactive,0
85888,85888,12,Male,21352000.0,7_student_166,7,student,1
84409,84409,38,Female,21007000.0,7_subsistence_ag_553,7,subsistence_ag,0
141029,141029,18,Male,35286000.0,none,13,unemployed_not_ag,0
238291,238291,50,Female,59775000.0,26_student_63,26,student,0
557575,557575,52,Male,137504000.0,2_student_468,2,student,0
118380,118380,30,Male,29771000.0,10_other_14,10,other,0
384935,384935,37,Female,95315000.0,53_student_23,53,student,0
200973,200973,38,Male,50325000.0,20_subsistence_ag_433,20,subsistence_ag,0
372462,372462,15,Female,92018000.0,51_student_5,51,student,1
537896,537896,1,Male,132098000.0,none,2,inactive,0
324351,324351,30,Male,80662000.0,41_student_13,41,student,0
8166,8166,30,Female,2282000.0,1_student_15,1,student,0
173435,173435,21,Female,43140000.0,none,17,unemployed_not_ag,0
468387,468387,28,Female,115185000.0,33_subsistence_ag_408,33,subsistence_ag,0
627153,627153,25,Female,155416000.0,2_student_304,2,student,0
257067,257067,12,Female,64241000.0,27_student_62,27,student,1
205029,205029,45,Male,51345000.0,20_manu_mining_trades_2,20,manu_mining_trades,0
472859,472859,15,Male,116191000.0,33_student_1,33,student,1
347263,347263,9,Female,86027000.0,none,41,inactive,0
121617,121617,61,Female,30569000.0,10_subsistence_ag_78,10,subsistence_ag,0
108949,108949,22,Male,27324000.0,7_student_83,7,student,1
365960,365960,10,Male,90512000.0,49_student_15,49,student,1
48640,48640,32,Female,12468000.0,4_subsistence_ag_88,4,subsistence_ag,0
637764,637764,16,Female,158345000.0,5_student_83,5,student,1
419743,419743,80,Female,103212000.0,57_student_64,57,student,0
249963,249963,1,Female,62599000.0,none,27,inactive,0
58742,58742,2,Male,14935000.0,none,5,inactive,0
560994,560994,57,Male,138476000.0,2_office_worker_152,2,office_worker,0
62897,62897,0,Female,15853000.0,none,5,inactive,0
295327,295327,8,Male,73310000.0,none,30,inactive,0
278944,278944,0,Female,69363000.0,none,31,inactive,0
88951,88951,18,Male,22106000.0,none,7,unemployed_not_ag,0
160867,160867,26,Male,40089000.0,16_subsistence_ag_229,16,subsistence_ag,0
617086,617086,53,Male,152872000.0,2_transport_sector_36,2,transport_sector,0
549717,549717,26,Male,135504000.0,2_manu_mining_trades_269,2,manu_mining_trades,0
334371,334371,2,Male,82852000.0,none,43,inactive,0
109694,109694,46,Male,27510000.0,7_office_worker_18,7,office_worker,0
501627,501627,17,Female,123297000.0,36_student_119,36,student,0
535636,535636,5,Male,131478000.0,none,2,inactive,0
589959,589959,18,Female,145928000.0,2_student_366,2,student,1
616632,616632,31,Male,152768000.0,2_manu_mining_trades_168,2,manu_mining_trades,0
214289,214289,17,Female,53658000.0,21_student_44,21,student,1
171548,171548,2,Female,42644000.0,none,10,inactive,0
565970,565970,28,Female,139768000.0,2_healthcare_social_work_11,2,healthcare_social_work,0
389531,389531,41,Male,96338000.0,54_subsistence_ag_806,54,subsistence_ag,0
350886,350886,32,Female,86898000.0,46_subsistence_ag_68,46,subsistence_ag,0
500327,500327,24,Female,122993000.0,36_subsistence_ag_109,36,subsistence_ag,0
213179,213179,7,Female,53366000.0,none,21,inactive,0
263163,263163,32,Female,65651000.0,28_student_25,28,student,0
407884,407884,39,Female,100397000.0,55_subsistence_ag_1138,55,subsistence_ag,0
29927,29927,29,Male,7900000.0,1_office_worker_36,1,office_worker,0
567670,567670,14,Female,140197000.0,none,2,unemployed_not_ag,0
211743,211743,38,Male,53027000.0,21_ag_estates_4,21,ag_estates,0
381928,381928,18,Male,94535000.0,53_student_10,53,student,1
344938,344938,7,Female,85397000.0,none,41,inactive,0
573822,573822,38,Female,141789000.0,none,2,unemployed_not_ag,0
327759,327759,10,Female,81442000.0,42_student_6,42,student,1
364818,364818,35,Male,90220000.0,48_transport_sector_2,48,transport_sector,0
293634,293634,52,Male,72900000.0,28_subsistence_ag_284,28,subsistence_ag,0
363666,363666,5,Male,89919000.0,none,48,inactive,0
639903,639903,2,Male,158858000.0,none,18,inactive,0
549851,549851,12,Female,135537000.0,2_student_152,2,student,1
115371,115371,0,Female,29006000.0,none,5,inactive,0
433562,433562,55,Male,106351000.0,58_student_18,58,student,0
590755,590755,26,Female,146115000.0,2_service_retail_146,2,service_retail,0
86890,86890,24,Female,21583000.0,7_healthcare_social_work_14,7,healthcare_social_work,0
58230,58230,17,Female,14810000.0,5_student_11,5,student,1
447851,447851,6,Female,109960000.0,none,56,inactive,0
11497,11497,26,Female,3156000.0,none,1,unemployed_not_ag,0
597040,597040,38,Female,147786000.0,2_student_178,2,student,0
63201,63201,7,Female,15927000.0,none,5,inactive,0
266444,266444,24,Female,66452000.0,28_subsistence_ag_501,28,subsistence_ag,0
375397,375397,39,Female,92731000.0,52_transport_sector_1,52,transport_sector,0
573906,573906,23,Female,141807000.0,2_informal_petty_trade_426,2,informal_petty_trade,0
273853,273853,1,Male,68161000.0,none,30,inactive,0
173780,173780,74,Male,43228000.0,17_student_18,17,student,0
566522,566522,57,Female,139906000.0,2_education_22,2,education,0
256994,256994,15,Male,64228000.0,27_student_84,27,student,0
468317,468317,18,Female,115168000.0,33_subsistence_ag_749,33,subsistence_ag,0
455389,455389,29,Male,111938000.0,none,60,unemployed_not_ag,0
183210,183210,0,Male,45688000.0,none,18,inactive,0
617288,617288,1,Female,152929000.0,none,2,inactive,0
456083,456083,37,Female,112127000.0,60_student_37,60,student,0
389447,389447,38,Female,96317000.0,54_subsistence_ag_26,54,subsistence_ag,0
580929,580929,10,Male,143623000.0,2_student_499,2,student,1
614823,614823,18,Female,152332000.0,2_student_396,2,student,1
9474,9474,0,Female,2628000.0,none,1,inactive,0
207279,207279,74,Female,51907000.0,21_other_2,21,other,0
40773,40773,24,Female,10534000.0,3_subsistence_ag_90,3,subsistence_ag,0
15875,15875,13,Female,4328000.0,1_student_114,1,student,1
195059,195059,16,Male,48808000.0,19_student_9,19,student,1
576088,576088,25,Male,142381000.0,2_informal_petty_trade_117,2,informal_petty_trade,0
65462,65462,0,Female,16418000.0,none,6,inactive,0
108699,108699,15,Male,27264000.0,7_student_97,7,student,1
392655,392655,11,Male,97030000.0,54_student_31,54,student,1
534197,534197,32,Female,131107000.0,2_healthcare_social_work_55,2,healthcare_social_work,0
535420,535420,21,Female,131424000.0,2_informal_petty_trade_488,2,informal_petty_trade,0
180069,180069,3,Female,44885000.0,none,18,inactive,0
646865,646865,81,Male,160477000.0,46_student_20,46,student,0
99306,99306,7,Female,24793000.0,none,9,inactive,0
480623,480623,3,Female,118221000.0,none,34,inactive,0
463484,463484,15,Female,114022000.0,32_student_9,32,student,1
432740,432740,2,Male,106163000.0,none,58,inactive,0
424238,424238,15,Female,104263000.0,57_student_56,57,student,1
563078,563078,17,Female,139040000.0,none,2,unemployed_not_ag,0
232911,232911,28,Male,58368000.0,19_manu_mining_trades_7,19,manu_mining_trades,0
385867,385867,27,Male,95537000.0,54_subsistence_ag_416,54,subsistence_ag,0
154945,154945,5,Male,38638000.0,none,14,inactive,0
69477,69477,9,Male,17402000.0,none,6,inactive,0
614825,614825,18,Male,152333000.0,2_student_701,2,student,1
372253,372253,73,Female,91976000.0,51_student_2,51,student,0
271527,271527,60,Female,67644000.0,30_student_80,30,student,0
306452,306452,11,Female,76200000.0,29_student_4,29,student,1
108895,108895,22,Female,27312000.0,7_student_48,7,student,1
127878,127878,6,Female,32057000.0,none,11,inactive,0
68700,68700,12,Female,17195000.0,6_student_31,6,student,1
341490,341490,9,Female,84499000.0,none,45,inactive,0
124196,124196,34,Male,31198000.0,11_manu_mining_trades_3,11,manu_mining_trades,0
346639,346639,7,Male,85852000.0,none,41,inactive,0
205826,205826,6,Female,51536000.0,none,21,inactive,0
54985,54985,0,Male,14063000.0,none,5,inactive,0
21488,21488,19,Male,5794000.0,none,1,unemployed_not_ag,0
201169,201169,3,Male,50375000.0,none,20,inactive,0
623783,623783,14,Female,154577000.0,2_student_215,2,student,1
169915,169915,12,Male,42225000.0,12_student_13,12,student,1
220975,220975,28,Female,55397000.0,22_subsistence_ag_340,22,subsistence_ag,0
429026,429026,14,Female,105334000.0,58_student_38,58,student,1
461824,461824,15,Male,113637000.0,32_student_16,32,student,1
340106,340106,4,Male,84146000.0,none,44,inactive,0
582188,582188,19,Female,143947000.0,2_student_487,2,student,0
630929,630929,47,Female,156463000.0,2_informal_petty_trade_86,2,informal_petty_trade,0
89335,89335,26,Female,22194000.0,7_subsistence_ag_582,7,subsistence_ag,0
102716,102716,25,Male,25667000.0,9_informal_petty_trade_4,9,informal_petty_trade,0
138758,138758,63,Male,34696000.0,13_ag_estates_56,13,ag_estates,0
216178,216178,44,Female,54151000.0,22_subsistence_ag_48,22,subsistence_ag,0
441384,441384,29,Male,108233000.0,none,56,unemployed_not_ag,0
121115,121115,4,Female,30448000.0,none,10,inactive,0
100913,100913,0,Male,25192000.0,none,9,inactive,0
94349,94349,62,Male,23491000.0,8_subsistence_ag_274,8,subsistence_ag,0
588762,588762,46,Male,145631000.0,2_ag_estates_24,2,ag_estates,0
111680,111680,28,Male,28014000.0,7_manu_mining_trades_19,7,manu_mining_trades,0
614134,614134,21,Female,152157000.0,2_student_514,2,student,0
435100,435100,3,Female,106719000.0,none,59,inactive,0
599424,599424,19,Female,148369000.0,2_student_655,2,student,1
476829,476829,11,Female,117195000.0,33_student_23,33,student,1
653137,653137,19,Male,160722000.0,35_police_army_5,35,police_army,0
639808,639808,2,Male,158833000.0,none,17,inactive,0
578966,578966,9,Male,143120000.0,none,2,inactive,0
304362,304362,35,Female,75650000.0,26_student_63,26,student,0
302659,302659,31,Male,75203000.0,28_manu_mining_trades_50,28,manu_mining_trades,0
403538,403538,23,Male,99433000.0,55_subsistence_ag_968,55,subsistence_ag,0
423818,423818,10,Male,104154000.0,57_student_27,57,student,1
296296,296296,0,Male,73550000.0,none,30,inactive,0
146336,146336,13,Female,36620000.0,14_student_16,14,student,1
452468,452468,4,Male,111162000.0,none,57,inactive,0
39110,39110,15,Female,10175000.0,3_student_14,3,student,1
362167,362167,5,Male,89545000.0,none,48,inactive,0
626584,626584,24,Female,155275000.0,2_service_retail_163,2,service_retail,0
319694,319694,65,Male,79503000.0,40_subsistence_ag_160,40,subsistence_ag,0
503041,503041,3,Male,123638000.0,none,36,inactive,0
302926,302926,50,Male,75272000.0,28_manu_mining_trades_35,28,manu_mining_trades,0
249598,249598,27,Female,62519000.0,27_student_107,27,student,0
545663,545663,16,Male,134416000.0,2_student_389,2,student,1
22838,22838,4,Male,6142000.0,none,1,inactive,0
630431,630431,19,Male,156328000.0,2_other_69,2,other,0
59231,59231,12,Male,15047000.0,5_student_48,5,student,1
254897,254897,1,Female,63736000.0,none,27,inactive,0
581113,581113,33,Male,143663000.0,2_transport_sector_1,2,transport_sector,0
647646,647646,18,Female,160604000.0,2_student_287,2,student,1
18717,18717,10,Male,5061000.0,1_student_230,1,student,1
259793,259793,17,Female,64844000.0,27_subsistence_ag_495,27,subsistence_ag,0
533816,533816,32,Female,131007000.0,2_manu_mining_trades_40,2,manu_mining_trades,0
553773,553773,1,Female,136518000.0,none,2,inactive,0
376060,376060,30,Female,92891000.0,52_student_15,52,student,0
84269,84269,19,Female,20973000.0,7_student_9,7,student,1
445221,445221,29,Female,109283000.0,56_informal_petty_trade_11,56,informal_petty_trade,0
614982,614982,34,Female,152369000.0,none,2,unemployed_not_ag,0
583264,583264,6,Male,144217000.0,none,2,inactive,0
423115,423115,14,Male,103999000.0,57_student_3,57,student,1
589864,589864,46,Female,145902000.0,2_other_3,2,other,0
361953,361953,49,Female,89496000.0,48_subsistence_ag_66,48,subsistence_ag,0
109788,109788,38,Female,27532000.0,7_informal_petty_trade_106,7,informal_petty_trade,0
333183,333183,90,Male,82604000.0,43_student_20,43,student,0
126353,126353,75,Female,31715000.0,11_student_8,11,student,0
222674,222674,31,Female,55798000.0,23_informal_petty_trade_14,23,informal_petty_trade,0
277275,277275,34,Male,68969000.0,31_police_army_1,31,police_army,0
272964,272964,6,Male,67952000.0,none,30,inactive,0
298446,298446,11,Male,74098000.0,30_student_72,30,student,1
225304,225304,19,Female,56483000.0,23_subsistence_ag_99,23,subsistence_ag,0
564770,564770,18,Female,139460000.0,2_student_118,2,student,0
266627,266627,3,Male,66493000.0,none,28,inactive,0
195517,195517,40,Female,48930000.0,19_healthcare_social_work_3,19,healthcare_social_work,0
184884,184884,22,Male,46145000.0,18_service_retail_4,18,service_retail,0
83118,83118,26,Male,20681000.0,7_manu_mining_trades_7,7,manu_mining_trades,0
336382,336382,17,Male,83312000.0,44_ag_estates_6,44,ag_estates,0
218428,218428,15,Female,54736000.0,22_student_25,22,student,1
602524,602524,0,Male,149179000.0,none,2,inactive,0
271206,271206,50,Male,67566000.0,30_subsistence_ag_217,30,subsistence_ag,0
528556,528556,17,Female,129575000.0,36_student_95,36,student,1
579212,579212,37,Female,143190000.0,2_student_167,2,student,0
57556,57556,13,Female,14646000.0,5_student_1,5,student,1
86531,86531,18,Female,21501000.0,7_subsistence_ag_571,7,subsistence_ag,0
513572,513572,6,Male,126047000.0,none,37,inactive,0
395899,395899,35,Male,97742000.0,54_subsistence_ag_32,54,subsistence_ag,0
183417,183417,56,Female,45745000.0,18_subsistence_ag_107,18,subsistence_ag,0
192519,192519,3,Female,48100000.0,none,25,inactive,0
340515,340515,43,Male,84259000.0,45_service_retail_2,45,service_retail,0
92964,92964,3,Female,23132000.0,none,8,inactive,0
282340,282340,9,Male,70171000.0,none,31,inactive,0
424851,424851,0,Male,104393000.0,none,58,inactive,0
304800,304800,34,Female,75756000.0,26_education_4,26,education,0
75276,75276,0,Male,18853000.0,none,6,inactive,0
540165,540165,29,Male,132690000.0,2_other_75,2,other,0
628532,628532,13,Male,155777000.0,2_student_324,2,student,1
344438,344438,4,Male,85256000.0,none,41,inactive,0
547810,547810,12,Female,135001000.0,2_student_611,2,student,1
245727,245727,25,Female,61612000.0,27_student_74,27,student,0
565045,565045,36,Female,139534000.0,2_healthcare_social_work_60,2,healthcare_social_work,0
599656,599656,20,Female,148437000.0,2_healthcare_social_work_97,2,healthcare_social_work,0
477164,477164,13,Male,117275000.0,33_student_56,33,student,1
555765,555765,9,Female,137039000.0,none,2,inactive,0
182632,182632,2,Male,45518000.0,none,18,inactive,0
288361,288361,16,Female,71651000.0,31_student_28,31,student,1
272938,272938,24,Female,67947000.0,30_student_33,30,student,0
143703,143703,26,Male,35974000.0,13_ag_estates_32,13,ag_estates,0
32322,32322,17,Female,8531000.0,1_student_78,1,student,1
7466,7466,29,Female,2098000.0,1_service_retail_32,1,service_retail,0
382764,382764,24,Female,94738000.0,53_other_2,53,other,0
556724,556724,44,Female,137274000.0,2_service_retail_136,2,service_retail,0
301410,301410,33,Female,74869000.0,28_informal_petty_trade_33,28,informal_petty_trade,0
55839,55839,4,Male,14252000.0,none,5,inactive,0
624965,624965,35,Male,154862000.0,2_manu_mining_trades_168,2,manu_mining_trades,0
542455,542455,16,Female,133370000.0,2_student_242,2,student,1
572158,572158,3,Male,141332000.0,none,2,inactive,0
4075,4075,34,Male,1168000.0,1_office_worker_61,1,office_worker,0
74405,74405,15,Female,18643000.0,6_student_3,6,student,1
639818,639818,3,Male,158834000.0,none,17,inactive,0
92678,92678,33,Male,23054000.0,8_student_27,8,student,0
59597,59597,23,Male,15126000.0,5_subsistence_ag_130,5,subsistence_ag,0
115548,115548,21,Female,29056000.0,5_informal_petty_trade_19,5,informal_petty_trade,0
160984,160984,42,Male,40124000.0,16_informal_petty_trade_16,16,informal_petty_trade,0
637767,637767,3,Female,158346000.0,none,5,inactive,0
189416,189416,20,Male,47317000.0,18_subsistence_ag_209,18,subsistence_ag,0
130917,130917,10,Female,32772000.0,12_student_36,12,student,1
94061,94061,28,Male,23414000.0,8_informal_petty_trade_7,8,informal_petty_trade,0
110996,110996,17,Female,27840000.0,7_student_22,7,student,0
353581,353581,12,Male,87567000.0,47_student_13,47,student,1
344240,344240,33,Female,85203000.0,45_student_29,45,student,0
552107,552107,73,Female,136091000.0,2_student_677,2,student,0
200914,200914,3,Female,50313000.0,none,20,inactive,0
623346,623346,13,Male,154468000.0,2_student_36,2,student,1
336815,336815,21,Female,83411000.0,44_student_1,44,student,0
476428,476428,19,Male,117109000.0,33_subsistence_ag_71,33,subsistence_ag,0
592350,592350,15,Female,146539000.0,2_student_207,2,student,1
71782,71782,41,Female,17970000.0,6_student_68,6,student,0
1845,1845,29,Female,543000.0,1_healthcare_social_work_37,1,healthcare_social_work,0
541690,541690,14,Female,133128000.0,none,2,unemployed_not_ag,0
391730,391730,42,Male,96840000.0,54_informal_petty_trade_5,54,informal_petty_trade,0
640411,640411,37,Female,158987000.0,18_student_70,18,student,0
339957,339957,4,Male,84118000.0,none,44,inactive,0
287501,287501,1,Male,71430000.0,none,31,inactive,0
79800,79800,13,Female,19917000.0,7_student_110,7,student,1
215937,215937,1,Male,54089000.0,none,22,inactive,0
159743,159743,7,Female,39803000.0,none,15,inactive,0
337758,337758,1,Male,83627000.0,none,44,inactive,0
58113,58113,44,Female,14775000.0,5_healthcare_social_work_10,5,healthcare_social_work,0
353309,353309,10,Male,87504000.0,47_student_19,47,student,1
459072,459072,40,Female,112953000.0,59_informal_petty_trade_6,59,informal_petty_trade,0
125350,125350,50,Male,31480000.0,11_subsistence_ag_210,11,subsistence_ag,0
119178,119178,25,Female,29970000.0,10_subsistence_ag_136,10,subsistence_ag,0
606725,606725,3,Male,150256000.0,none,2,inactive,0
